支付者UIN,使用者UIN,操作者UIN,产品名称,子产品名称,计费模式,交易类型,开始使用时间,结束使用时间,资源ID,实例名称,实例类型,配置描述,项目名称,地域,可用区,原价(元),预留实例抵扣原价(元),节省计划抵扣原价(元),折扣率,优惠后总价(元),优惠券支付(元),赠送金支付(元),分成金支付(元),现金支付(元),扩展字段1,扩展字段2,扩展字段3,扩展字段4,扩展字段5,产品编码,子产品编码,标签键:product
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-02 17:37:10","2024-03-02 17:38:00","abkspp","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-02 15:08:24","2024-03-02 15:44:34","abkspp","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","3.60000000","0.00000000","0.00000000","0.74475000","2.68110000","0.00000000","0.00000000","0.00000000","2.68110000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-26 21:00:00","2024-03-26 21:00:54","abqxqt","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-26 15:38:04","2024-03-26 21:09:14","abqxqt","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","2.46600000","0.00000000","0.00000000","0.74475000","1.83655350","0.00000000","0.00000000","0.00000000","1.83655350","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-01 21:22:56","2024-03-01 21:41:06","absmpg","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.80000000","0.00000000","0.00000000","0.74475000","1.34055000","0.00000000","0.00000000","0.00000000","1.34055000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-31 12:59:21","2024-03-31 12:59:59","abueng","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-31 13:00:00","2024-03-31 13:11:01","abueng","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.09000000","0.00000000","0.00000000","0.74475000","0.06702750","0.00000000","0.00000000","0.00000000","0.06702750","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 15:53:22","2024-03-06 16:03:22","abukxr","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.08100000","0.00000000","0.00000000","0.74475000","0.06032475","0.00000000","0.00000000","0.00000000","0.06032475","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 16:03:22","2024-03-06 16:04:02","abukxr","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-19 16:52:00","2024-03-21 14:17:03","abuzxy","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-19 16:42:00","2024-03-21 14:16:53","abuzxy","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.70200000","0.00000000","0.00000000","0.74475000","0.52281450","0.00000000","0.00000000","0.00000000","0.52281450","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-08 15:11:33","2024-03-08 17:28:03","abviry","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.20600000","0.00000000","0.00000000","0.74475000","0.89816850","0.00000000","0.00000000","0.00000000","0.89816850","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-21 14:11:46","2024-03-21 16:54:44","abwvoc","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.05300000","0.00000000","0.00000000","0.74475000","0.78422175","0.00000000","0.00000000","0.00000000","0.78422175","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-08 16:40:28","2024-03-08 17:15:58","acdtzm","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.30600000","0.00000000","0.00000000","0.74475000","0.22789350","0.00000000","0.00000000","0.00000000","0.22789350","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-08 17:00:00","2024-03-08 17:00:28","acdtzm","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 15:55:13","2024-03-06 17:27:04","aceoaw","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.80100000","0.00000000","0.00000000","0.74475000","0.59654475","0.00000000","0.00000000","0.00000000","0.59654475","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-28 15:17:35","2024-03-29 19:02:07","acfkuf","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.55800000","0.00000000","0.00000000","0.74475000","0.41557050","0.00000000","0.00000000","0.00000000","0.41557050","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-04 11:27:12","2024-03-04 12:02:32","acihoz","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","3.40000000","0.00000000","0.00000000","0.74475000","2.53215000","0.00000000","0.00000000","0.00000000","2.53215000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-12 17:21:34","2024-03-12 17:59:59","acipjk","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.34200000","0.00000000","0.00000000","0.74475000","0.25470450","0.00000000","0.00000000","0.00000000","0.25470450","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-12 18:00:00","2024-03-12 18:00:14","acipjk","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-11 06:53:53","2024-03-11 11:13:05","acqhym","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.62900000","0.00000000","0.00000000","0.74475000","1.21319775","0.00000000","0.00000000","0.00000000","1.21319775","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-11 07:13:53","2024-03-11 09:00:23","acqhym","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-08 13:26:31","2024-03-08 13:45:01","acueya","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.16200000","0.00000000","0.00000000","0.74475000","0.12064950","0.00000000","0.00000000","0.00000000","0.12064950","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-11 13:36:33","2024-03-12 10:32:00","acussu","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.84600000","0.00000000","0.00000000","0.74475000","0.63005850","0.00000000","0.00000000","0.00000000","0.63005850","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-12 09:55:06","2024-03-12 11:54:56","acxphf","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.05300000","0.00000000","0.00000000","0.74475000","0.78422175","0.00000000","0.00000000","0.00000000","0.78422175","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-11 13:20:56","2024-03-11 13:32:56","aczpjj","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.10800000","0.00000000","0.00000000","0.74475000","0.08043300","0.00000000","0.00000000","0.00000000","0.08043300","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-04 17:49:40","2024-03-04 18:09:40","adguic","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.17100000","0.00000000","0.00000000","0.74475000","0.12735225","0.00000000","0.00000000","0.00000000","0.12735225","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-04 17:59:40","2024-03-04 18:10:00","adguic","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-11 14:43:43","2024-03-11 15:58:03","adhhev","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.65700000","0.00000000","0.00000000","0.74475000","0.48930075","0.00000000","0.00000000","0.00000000","0.48930075","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-01 14:37:17","2024-03-01 15:41:17","adkthc","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","6.30000000","0.00000000","0.00000000","0.74475000","4.69192500","0.00000000","0.00000000","0.00000000","4.69192500","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 17:09:32","2024-03-06 17:24:52","adsdhr","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.13500000","0.00000000","0.00000000","0.74475000","0.10054125","0.00000000","0.00000000","0.00000000","0.10054125","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-01 14:31:33","2024-03-01 15:40:03","aduntg","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","6.70000000","0.00000000","0.00000000","0.74475000","4.98982500","0.00000000","0.00000000","0.00000000","4.98982500","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-01 16:02:57","2024-03-01 16:51:07","adwqcu","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","4.80000000","0.00000000","0.00000000","0.74475000","3.57480000","0.00000000","0.00000000","0.00000000","3.57480000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-20 11:13:20","2024-03-20 11:13:59","adwwtq","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-19 22:04:16","2024-03-20 11:13:20","adwwtq","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.51300000","0.00000000","0.00000000","0.74475000","0.38205675","0.00000000","0.00000000","0.00000000","0.38205675","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 17:35:38","2024-03-07 22:25:01","adztaa","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.72900000","0.00000000","0.00000000","0.74475000","0.54292275","0.00000000","0.00000000","0.00000000","0.54292275","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-07 21:53:14","2024-03-07 21:54:04","adztaa","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-23 18:53:51","2024-03-24 00:42:40","aeddbf","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.33200000","0.00000000","0.00000000","0.74475000","0.99200700","0.00000000","0.00000000","0.00000000","0.99200700","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 17:21:46","2024-03-06 18:41:06","aempwz","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.53100000","0.00000000","0.00000000","0.74475000","0.39546225","0.00000000","0.00000000","0.00000000","0.39546225","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-08 11:45:36","2024-03-09 23:58:03","aenccl","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.55700000","0.00000000","0.00000000","0.74475000","1.15957575","0.00000000","0.00000000","0.00000000","1.15957575","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-12 10:22:17","2024-03-12 11:32:17","aerksy","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.62100000","0.00000000","0.00000000","0.74475000","0.46248975","0.00000000","0.00000000","0.00000000","0.46248975","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-12 11:32:17","2024-03-12 11:33:07","aerksy","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-19 12:00:00","2024-03-19 12:00:03","aetsnd","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-19 09:35:56","2024-03-19 12:14:03","aetsnd","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.04400000","0.00000000","0.00000000","0.74475000","0.77751900","0.00000000","0.00000000","0.00000000","0.77751900","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-26 16:54:01","2024-03-26 18:05:01","afcyet","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.62100000","0.00000000","0.00000000","0.74475000","0.46248975","0.00000000","0.00000000","0.00000000","0.46248975","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-01 16:32:13","2024-03-01 16:45:03","afdwof","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.20000000","0.00000000","0.00000000","0.74475000","0.89370000","0.00000000","0.00000000","0.00000000","0.89370000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-25 11:54:26","2024-03-25 12:12:06","afezao","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.14400000","0.00000000","0.00000000","0.74475000","0.10724400","0.00000000","0.00000000","0.00000000","0.10724400","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 19:01:35","2024-03-06 20:08:55","afjkah","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.59400000","0.00000000","0.00000000","0.74475000","0.44238150","0.00000000","0.00000000","0.00000000","0.44238150","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-30 23:53:23","2024-03-31 00:22:03","afjona","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.24300000","0.00000000","0.00000000","0.74475000","0.18097425","0.00000000","0.00000000","0.00000000","0.18097425","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 14:02:53","2024-03-06 14:32:53","afjtlg","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.27000000","0.00000000","0.00000000","0.74475000","0.20108250","0.00000000","0.00000000","0.00000000","0.20108250","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 14:32:53","2024-03-06 14:33:03","afjtlg","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-05 17:00:00","2024-03-06 14:20:56","agbbfi","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.57600000","0.00000000","0.00000000","0.74475000","0.42897600","0.00000000","0.00000000","0.00000000","0.42897600","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 17:24:37","2024-03-06 17:24:57","agbbfi","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-02 11:54:44","2024-03-02 12:10:54","agdevk","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.50000000","0.00000000","0.00000000","0.74475000","1.11712500","0.00000000","0.00000000","0.00000000","1.11712500","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-24 20:00:00","2024-03-24 20:00:39","agjcbk","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-24 19:40:39","2024-03-24 20:18:08","agjcbk","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.32400000","0.00000000","0.00000000","0.74475000","0.24129900","0.00000000","0.00000000","0.00000000","0.24129900","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-07 21:59:56","2024-03-07 21:59:59","agksse","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-06 23:11:36","2024-03-07 22:18:26","agksse","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.81900000","0.00000000","0.00000000","0.74475000","0.60995025","0.00000000","0.00000000","0.00000000","0.60995025","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-19 14:06:28","2024-03-19 14:52:29","aglokf","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.41400000","0.00000000","0.00000000","0.74475000","0.30832650","0.00000000","0.00000000","0.00000000","0.30832650","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-03-13 10:29:46","2024-03-13 11:12:06","agnkru","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.36900000","0.00000000","0.00000000","0.74475000","0.27481275","0.00000000","0.00000000","0.00000000","0.27481275","","","","","","p_012054","sp_012054_standard","-"
