支付者UIN,使用者UIN,操作者UIN,产品名称,子产品名称,计费模式,交易类型,开始使用时间,结束使用时间,资源ID,实例名称,实例类型,配置描述,项目名称,地域,可用区,原价(元),预留实例抵扣原价(元),节省计划抵扣原价(元),折扣率,优惠后总价(元),优惠券支付(元),赠送金支付(元),分成金支付(元),现金支付(元),扩展字段1,扩展字段2,扩展字段3,扩展字段4,扩展字段5,产品编码,子产品编码,标签键:product
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-22 21:39:50","2024-04-23 20:55:59","abrudc","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","4.56300000","0.00000000","0.00000000","0.71660500","3.26986868","0.00000000","3.26986868","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-22 21:59:50","2024-04-22 22:30:00","abrudc","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 16:03:01","2024-04-09 17:36:09","abuzyk","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.81900000","0.00000000","0.00000000","0.71660500","0.58689951","0.00000000","0.00000000","0.00000000","0.58689951","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-04 22:12:21","2024-04-04 22:24:01","abxutf","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.09900000","0.00000000","0.00000000","0.71660500","0.07094390","0.00000000","0.00000000","0.00000000","0.07094390","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-22 19:35:15","2024-04-22 19:40:55","abyybg","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.04500000","0.00000000","0.00000000","0.71660500","0.03224723","0.00000000","0.03224723","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-10 10:00:00","2024-04-10 10:00:11","acapzp","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-08 17:10:17","2024-04-11 09:47:32","acapzp","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.90900000","0.00000000","0.00000000","0.71660500","0.65139396","0.00000000","0.00000000","0.00000000","0.65139396","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-01 10:12:01","2024-04-01 10:27:00","acfkuf","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.12600000","0.00000000","0.00000000","0.71660500","0.09029223","0.00000000","0.00000000","0.00000000","0.09029223","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-01 10:30:51","2024-04-01 10:43:01","acgfwg","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.10800000","0.00000000","0.00000000","0.71660500","0.07739334","0.00000000","0.00000000","0.00000000","0.07739334","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-02 15:28:54","2024-04-02 15:48:05","aciqhq","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.17100000","0.00000000","0.00000000","0.71660500","0.12253946","0.00000000","0.00000000","0.00000000","0.12253946","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-01 21:03:05","2024-04-01 21:16:05","aclqfv","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.11700000","0.00000000","0.00000000","0.71660500","0.08384279","0.00000000","0.00000000","0.00000000","0.08384279","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-18 22:22:50","2024-04-22 20:58:04","acscsg","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.33200000","0.00000000","0.00000000","0.71660500","0.95451789","0.00000000","0.95451789","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-10 16:35:35","2024-04-10 16:47:05","acseov","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.09900000","0.00000000","0.00000000","0.71660500","0.07094390","0.00000000","0.00000000","0.00000000","0.07094390","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 15:58:38","2024-04-14 14:34:02","actqit","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","2.66400000","0.00000000","0.00000000","0.71660500","1.90903576","0.00000000","0.00000000","0.00000000","1.90903576","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-15 09:54:28","2024-04-22 16:30:45","acudbj","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.03500000","0.00000000","0.00000000","0.71660500","0.74168620","0.00000000","0.50950617","0.00000000","0.23218003","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-19 12:33:43","2024-04-19 12:34:03","acudbj","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-16 15:04:00","2024-04-22 14:51:52","adcpmn","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","2.34000000","0.00000000","0.00000000","0.71660500","1.67685576","0.00000000","1.50272074","0.00000000","0.17413502","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-17 15:59:08","2024-04-17 16:59:59","adcpmn","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-07 21:04:29","2024-04-07 21:25:59","addaam","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.18900000","0.00000000","0.00000000","0.71660500","0.13543835","0.00000000","0.00000000","0.00000000","0.13543835","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-18 16:00:00","2024-04-20 12:29:13","addogp","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.68400000","0.00000000","0.00000000","0.71660500","0.49015784","0.00000000","0.49015784","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-18 15:59:23","2024-04-18 15:59:59","addogp","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-08 18:00:00","2024-04-08 18:00:07","adeses","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-08 17:17:57","2024-04-08 18:45:58","adeses","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.47700000","0.00000000","0.00000000","0.71660500","0.34182059","0.00000000","0.00000000","0.00000000","0.34182059","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-02 22:04:30","2024-04-02 22:14:30","adhape","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.09000000","0.00000000","0.00000000","0.71660500","0.06449445","0.00000000","0.00000000","0.00000000","0.06449445","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-02 22:14:30","2024-04-02 22:15:00","adhape","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-18 10:54:31","2024-04-18 11:27:01","adhfpv","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.27900000","0.00000000","0.00000000","0.71660500","0.19993280","0.00000000","0.19993280","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-17 15:03:58","2024-04-23 10:57:01","adqpzu","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","3.96000000","0.00000000","0.00000000","0.71660500","2.83775587","0.00000000","2.83775587","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-22 17:00:00","2024-04-23 09:59:59","adqpzu","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-07 20:40:30","2024-04-07 20:54:00","adskdn","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.11700000","0.00000000","0.00000000","0.71660500","0.08384279","0.00000000","0.00000000","0.00000000","0.08384279","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 11:58:59","2024-04-10 12:08:16","adtyhy","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.26900000","0.00000000","0.00000000","0.71660500","0.90937177","0.00000000","0.00000000","0.00000000","0.90937177","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 10:25:40","2024-04-11 10:07:05","adujcc","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.44000000","0.00000000","0.00000000","0.71660500","1.03191123","0.00000000","0.00000000","0.00000000","1.03191123","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 15:58:38","2024-04-09 17:35:08","aeblac","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.84600000","0.00000000","0.00000000","0.71660500","0.60624784","0.00000000","0.00000000","0.00000000","0.60624784","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-01 15:31:01","2024-04-01 17:33:51","aebrtz","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","1.08000000","0.00000000","0.00000000","0.71660500","0.77393341","0.00000000","0.00000000","0.00000000","0.77393341","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-13 05:58:13","2024-04-13 05:59:03","aeedfu","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-13 05:48:13","2024-04-13 05:58:13","aeedfu","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.09000000","0.00000000","0.00000000","0.71660500","0.06449445","0.00000000","0.00000000","0.00000000","0.06449445","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-13 21:06:53","2024-04-13 21:45:52","aehmox","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.34200000","0.00000000","0.00000000","0.71660500","0.24507891","0.00000000","0.00000000","0.00000000","0.24507891","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-10 10:13:55","2024-04-10 10:14:05","aeizau","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-10 10:03:55","2024-04-10 10:13:55","aeizau","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.09000000","0.00000000","0.00000000","0.71660500","0.06449445","0.00000000","0.00000000","0.00000000","0.06449445","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-02 15:25:39","2024-04-02 15:41:58","aeklnb","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.14400000","0.00000000","0.00000000","0.71660500","0.10319112","0.00000000","0.00000000","0.00000000","0.10319112","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-11 17:01:23","2024-04-11 17:02:03","aeozig","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-07 10:43:19","2024-04-11 17:01:23","aeozig","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.94500000","0.00000000","0.00000000","0.71660500","0.67719175","0.00000000","0.00000000","0.00000000","0.67719175","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-23 18:00:00","2024-04-23 18:43:01","aeqoix","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.37800000","0.00000000","0.00000000","0.71660500","0.27087670","0.00000000","0.27087670","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-23 17:59:21","2024-04-23 17:59:59","aeqoix","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-08 12:52:31","2024-04-08 13:09:00","aesosh","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.13500000","0.00000000","0.00000000","0.71660500","0.09674168","0.00000000","0.00000000","0.00000000","0.09674168","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 17:00:00","2024-04-11 11:00:32","aeuhgw","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 16:00:58","2024-04-11 11:32:01","aeuhgw","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","2.94300000","0.00000000","0.00000000","0.71660500","2.10896855","0.00000000","0.00000000","0.00000000","2.10896855","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-23 16:01:09","2024-04-23 16:26:59","afenph","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.22500000","0.00000000","0.00000000","0.71660500","0.16123613","0.00000000","0.16123613","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 22:52:28","2024-04-09 23:03:58","afhcvh","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.09000000","0.00000000","0.00000000","0.71660500","0.06449446","0.00000000","0.00000000","0.00000000","0.06449446","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-09 13:21:50","2024-04-09 14:18:00","afouxt","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.49500000","0.00000000","0.00000000","0.71660500","0.35471948","0.00000000","0.00000000","0.00000000","0.35471948","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-07 18:44:19","2024-04-10 17:19:30","agbydn","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","2.99700000","0.00000000","0.00000000","0.71660500","2.14766524","0.00000000","0.00000000","0.00000000","2.14766524","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-10 17:19:30","2024-04-10 17:20:00","agbydn","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-16 09:49:38","2024-04-16 10:26:49","agfwhj","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.32400000","0.00000000","0.00000000","0.71660500","0.23218003","0.00000000","0.00000000","0.00000000","0.23218003","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-16 09:59:38","2024-04-16 09:59:59","agfwhj","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-11 16:27:55","2024-04-11 16:50:05","aghexi","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.19800000","0.00000000","0.00000000","0.71660500","0.14188779","0.00000000","0.00000000","0.00000000","0.14188779","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-14 14:54:53","2024-04-14 22:14:00","agnkih","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.77400000","0.00000000","0.00000000","0.71660500","0.55465228","0.00000000","0.00000000","0.00000000","0.55465228","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-11 16:05:32","2024-04-11 17:59:59","agtebw","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.85500000","0.00000000","0.00000000","0.71660500","0.61269728","0.00000000","0.00000000","0.00000000","0.61269728","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-11 18:00:00","2024-04-11 18:00:03","agtebw","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-07 18:05:30","2024-04-18 18:12:05","ahclii","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.00000000","0.00000000","0.00000000","1.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-01 15:16:25","2024-04-18 18:11:44","ahclii","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","22.33800000","0.00000000","0.00000000","0.71660500","16.00752283","0.00000000","4.46946548","0.00000000","11.53805735","","","","","","p_012054","sp_012054_standard","-"
"100011240897	","100011240897	","100031406743	","云端 IDE","云端 IDE 标准版","按量计费","按量计费小时结","2024-04-11 17:44:48","2024-04-12 15:19:35","ahhwpr","","-","标准版套餐: 1 分钟","默认项目","其他地区（其他）","不分地域","0.70200000","0.00000000","0.00000000","0.71660500","0.50305672","0.00000000","0.00000000","0.00000000","0.50305672","","","","","","p_012054","sp_012054_standard","-"
